#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,Spotify Track Img,Song Preview
1,Jazz Is Dead - Georgia Anne Muldrow Geemix,"Adrian Younge,Ali Shaheed Muhammad,The Midnight Hour,Georgia Anne Muldrow",8,93,"african-american classical, indie jazz, alternative r&b, instrumental hip hop","Classical, R&B, Jazz, Hip Hop",Remixes JID010,12/3/2021,2:41,60,56,46,73,59,0,10,-10,D Minor,4,1/3/2022,09RtwX5CcWq9xcdPZpT1CL,Jazz Is Dead,7A,https://p.scdn.co/mp3-preview/5877856c79c8facf41ca8e87892e890fbbf81c57?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485121cc532de91c1c025cbab8f1
2,DERIVE,"Waahli,Webz",0,81,"canadian latin, ",Latin,DERIVE,11/19/2021,3:51,69,49,44,1,26,0,10,-10,C♯/D♭ Minor,4,1/4/2022,2p1AzsWi2f3XiKkmUEIBvu,Nomadic Massive Productions,12A,,https://i.scdn.co/image/ab67616d00004851f9f07968b3a17d904a65be18
3,Tabula Rasa (feat. Armand Hammer),"Earl Sweatshirt,Armand Hammer",33,113,"alternative hip hop, drumless hip hop, experimental hip hop, hip hop, rap, underground hip hop",Hip Hop,Tabula Rasa (feat. Armand Hammer),12/10/2021,4:11,55,62,4,0,58,10,10,-4,A#/B♭ Minor,4,1/5/2022,3xSEiVqKlhhoblSxbfCtUR,Warner Records,3A,https://p.scdn.co/mp3-preview/f6eeb178d53f4894140045ff798461a247d6c5c8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dc824d9723a775644d711ed5
4,Nose Dive,NEONE the Wonderer,34,134,,,Nose Dive,10/19/2021,4:25,79,71,9,5,86,0,0,-6,G Minor,4,1/6/2022,3Lga0dYFyxf8vf7iJKXQB0,Brownswood Recordings,6A,https://p.scdn.co/mp3-preview/7d1587db2c8d763e503d5636a8d1e18cbccebe3c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515b70e527eb504eb032ce31b1
5,Home,"Eternia,Rel McCoy,Shad,SHEAL",8,88,"alternative r&b, canadian hip hop, canadian old school hip hop, conscious hip hop, ","R&B, Hip Hop",FREE,9/24/2021,3:27,56,61,74,0,32,20,10,-7,C♯/D♭ Major,4,1/7/2022,6M0ZuVAn2oWhe9c6kKaLtz,Fat Beats Records,3B,https://p.scdn.co/mp3-preview/c33ab904a18f9175bc635ffd150a725561ecc4fb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517147fc620958fc0651504fa4
6,Come By,Carrie Biell,4,89,,,Come By,10/22/2021,3:11,52,50,38,0,35,0,10,-11,C Major,4,1/10/2022,7y99mwezDNhOWDzmfTt2BH,Carrie Biell,8B,https://p.scdn.co/mp3-preview/b3cea36738d3d6378bbb469b3e25c5d0756348c4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511b12bf5d7aac4d84ca7b8fec
7,Rosewood,Bonobo,47,121,"downtempo, electronica, indietronica, instrumental hip hop, jazztronica, nu jazz, trip hop","Electronic, Pop, Hip Hop, Jazz",Rosewood,10/6/2021,4:02,76,64,7,49,43,0,10,-9,A#/B♭ Minor,4,1/11/2022,3MOhipHFUkGpS0rV7cKrJO,Ninja Tune,3A,https://p.scdn.co/mp3-preview/ddfdc2b6fc9b4a8eb160adbff337b4b2dde19bcc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cf05b47b48b92a8c47205123
8,New Moon,Laetitia Sadier,15,117,dream pop,Pop,New Moon,10/15/2021,4:06,56,54,25,5,30,0,0,-8,E Minor,4,1/12/2022,2yNoNq2MWvV2l7eQa91CSV,Duophonic Super 45s,9A,https://p.scdn.co/mp3-preview/f0bad5b7bdd61cc92c64fab0becee2aa4b70a6bb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517480764f1065d5c04098db45
9,Run To Stay,Constant Smiles,39,122,,,Paragons,11/12/2021,2:37,61,76,21,35,75,0,10,-9,C♯/D♭ Minor,4,1/13/2022,7HMpY53QIyMFAlcZqKfYAY,Sacred Bones Records,12A,https://p.scdn.co/mp3-preview/e6d25e485a3a57105a47cd938c73d88c54340893?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485113c1f6598c6109d4e177a85f
10,I'd Be Broke,Floored Faces,2,172,,,I'd Be Broke,10/20/2021,3:44,26,90,0,73,17,0,10,-7,A Major,4,1/14/2022,1sfUr9XN0b7mC5Z5qdQprF,Skyway Records,11B,https://p.scdn.co/mp3-preview/cf08f88df0e49706ce0bd90b2ee25b495644f786?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512b9e2c52990db61c1ecf26d7
11,Once Twice Melody,Beach House,0,168,"art pop, baltimore indie, dream pop, dreamo, indie pop, indie rock, indietronica, modern dream pop, pov: indie","Pop, Rock",Once Twice Melody,12/8/2021,4:44,36,74,38,86,43,0,10,-11,G Minor,4,1/17/2022,6CKsbTf8sdbVrouTPRmecU,Bella Union,6A,,https://i.scdn.co/image/ab67616d00004851a0f92e160324eea3c797c243
12,Electricity,Ibibio Sound Machine,0,98,"afro psych, afro-funk",World/Traditional,All That You Want,1/18/2022,4:47,75,73,14,7,40,0,0,-8,G Major,4,1/18/2022,70CkT7ZQLeseEvtwHpDB49,Merge Records,9B,,https://i.scdn.co/image/ab67616d00004851f187671bc67d5e5b20bc9b01
13,Just For Love,Bully,25,174,"bubblegrunge, indie punk, modern power pop","Rock, Pop",Just For Love,12/6/2021,3:17,37,93,0,0,56,20,30,-7,E Major,4,1/19/2022,6wQeNdJeBm6QCQQNIkQhd8,Sub Pop Records,12B,https://p.scdn.co/mp3-preview/1fa7c50c846369be022bd1729eb19c338aa3fc4d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e1e35ffb9c0252c7928f013f
14,Somethinggreater,Parcels,56,110,"aussietronica, indie soul","Electronic, R&B",Day/Night,11/5/2021,5:21,69,64,32,0,86,0,0,-10,C♯/D♭ Minor,4,1/20/2022,1Uxti0PEEdieT526B8dAxZ,Because Music,12A,https://p.scdn.co/mp3-preview/e58f572438d3110fdf4a9a76c8401ca27f7fe617?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514148eebf7cfaf56f5d3bb144
15,julia,Jayomi,12,132,chill dream pop,Pop,midnight love note,9/17/2021,3:06,56,71,0,51,38,0,10,-9,F Major,4,1/21/2022,7xvxXQJ0APzeHyqEuDkrAw,WZZ,7B,https://p.scdn.co/mp3-preview/7ab2e7d6f642ebacb6f4ae5da2ec5c54a1c9b7b6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511a9baabf7c4be20267ae6259
16,Vay Aman,Ladaniva,28,132,"armenian folk, armenian hip hop","Folk/Acoustic, Hip Hop",Ladaniva,6/13/2020,3:18,55,49,11,0,49,20,30,-11,G Major,4,1/24/2022,0lCIidioXUaPNGEhw2Ewh8,JIGULI,9B,https://p.scdn.co/mp3-preview/7f61a336e267ba11f2a13a604e263bee5c3df995?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d0168d6e8cf3a0e0bdaa3f37
17,Joe,Meskerem Mees,50,53,belgian singer-songwriter,New age,Julius,11/12/2021,3:12,59,18,86,0,34,0,10,-14,D#/E♭ Major,4,1/25/2022,0uLrfjlCV5eCQcEwwmz8uX,Mayway Records,5B,https://p.scdn.co/mp3-preview/1a945309d451fa89f5a5dbd348b2bfc84ab1bf92?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519f6a2b0ca7502a91abe0d898
18,hold on to me,Amelie Siba,8,92,czech singer-songwriter,Folk/Acoustic,when is our time,3/26/2021,3:39,63,56,45,14,30,0,0,-11,G Major,4,1/26/2022,3AOavkxLGMbUpxetVVfGOA,1138546 Records DK,9B,https://p.scdn.co/mp3-preview/9b258ac6100e0057ff1a69ea7059785e9e04c851?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485116cb3c1bd7adb0837568be54
19,Folk Song,Qlowski,0,164,uk post-punk revival,Rock,Quale Futuro?,6/4/2021,3:37,24,91,0,47,34,10,40,-7,F Major,4,1/27/2022,68jr8FLdRAwE7kOCxM8rmL,Maple Death Records,7B,,https://i.scdn.co/image/ab67616d000048514e4125150f597b863f009e91
20,Down Nuh River,serpentwithfeet,22,170,"alternative r&b, escape room, experimental r&b","R&B, Pop",Down Nuh River,10/13/2021,2:08,53,50,44,0,4,30,0,-16,D Major,4,1/31/2022,6yVwEmcJnvpw4RXdD4ATi1,Secretly Canadian,10B,https://p.scdn.co/mp3-preview/e7a34e273b6252f2595e3c68c4f51d743599b6f1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851532d6ed6eb3c8e50dc6304e1
21,Skater's World,"Parris,Eden Samara",11,129,"bristol electronic, experimental techno, canadian electropop","Electronic, Pop",Soaked In Indigo Moonlight,11/19/2021,3:33,84,74,1,1,39,0,10,-9,F#/G♭ Major,4,2/1/2022,3UFpAlx7vvwcTwbtEn1qfM,Can You Feel The Sun,2B,https://p.scdn.co/mp3-preview/30d56a4f5129a771760a0c8d6d54a45094cc6b15?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485111adaaad0653319f01d8bebd
22,Talk Down,Dijon,58,113,bedroom soul,R&B,Absolutely,11/5/2021,2:31,75,82,18,0,71,10,20,-6,C♯/D♭ Major,4,2/2/2022,4AZk9awBXJRVaLS7gOsaMO,R&R Digital/Warner Records,3B,https://p.scdn.co/mp3-preview/f2847b5df7c9230a90b0f47b5f8caaece5398924?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a68442f97c3ad2dcba0beae6
23,Give Me a Reason,Boy Harsher,32,125,"grave wave, western mass indie","Pop, Rock",Give Me a Reason,12/1/2021,4:25,66,79,12,91,58,0,0,-8,G Major,4,2/3/2022,0c8QvbwhtQ9MGToNFua5eQ,Nude Club,9B,https://p.scdn.co/mp3-preview/6ddddafcb1065cb9df574e7bb79c20e572e9eab3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f2c4772ce41c975ebb918e28
24,Fear,Chastity Belt,29,80,"bubblegrunge, indie punk, indie rock, indie surf, noise pop, seattle indie","Rock, Pop",Fear,11/4/2021,4:17,50,73,2,86,17,0,10,-7,F Major,4,2/4/2022,1JZw3uFeMJoY4dJ1dAmV0K,Chastity Belt,7B,https://p.scdn.co/mp3-preview/7b8fdaf1269df53585bf085612caec58208f033b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485189db325901f0e03fd3abe5bd
25,Reckoning,JusMoni,3,112,seattle hip hop,Hip Hop,Reckoning,11/23/2021,3:10,80,48,5,0,44,0,0,-7,A Major,4,2/7/2022,22fb3cyTFlVLRxlzXdjE3o,847462 Records DK,11B,https://p.scdn.co/mp3-preview/77aaa9ce87dd2e33fb3487bd481a2fb08d0d21d3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485192db77f7514ca0ebd2430064
26,Melody feat. Melody Bloom Bacote,Lady Wray,25,137,,,Piece of Me,1/28/2022,3:48,71,13,96,0,58,0,10,-10,F#/G♭ Major,4,2/8/2022,59zpgNosccaOh91yitmpdB,Big Crown Records,2B,https://p.scdn.co/mp3-preview/80d9c4ef1c406b0c6602ab61591a5d17e89eeccc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e763bb97b3984f066dafaf13
27,Next to Normal,Lucius,17,107,"indie folk, indie pop, new americana, shimmer pop","Folk/Acoustic, Pop",Next to Normal,1/11/2022,3:10,85,56,14,0,96,0,20,-6,D Minor,4,2/9/2022,2FcfiX8WugD8q3k5UUrKN2,Second Nature Records,7A,https://p.scdn.co/mp3-preview/789493dbbcc994975f0ba77304c7cdc090403148?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e2d3bea4079cf720f573d528
28,On My Way,"A La Una,Kimmortal",24,100,bc underground hip hop,Hip Hop,On My Way,1/28/2022,3:13,86,85,8,28,70,20,0,-5,C Major,4,2/10/2022,2j73fC6tXRw6QblcE4Q6ft,Palms High Records,8B,https://p.scdn.co/mp3-preview/02922a788e1754fb058d9aecff7beef1e83e2aae?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851898fc036b70aba8be9d1a892
29,Right On,"Greg Cypher,Def Dee,10isee Williams",2,83,"abstract beats, ",Jazz,Third Stone,11/19/2021,5:02,64,74,36,0,68,30,10,-10,A Major,4,2/11/2022,7qxlTXZHVGg6zJaXxqlTBm,Nine Six Intl.,11B,https://p.scdn.co/mp3-preview/55796b41a6c33ef22e0d99bbb35c4026988d2c21?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518d45d2bb3dc754976d027f39
30,Popular (feat. Matthew Caws of Nada Surf),"Pom Pom Squad,Nada Surf,Matthew Caws",30,95,"bubblegrunge, power pop, ","Rock, Pop",Popular (feat. Matthew Caws of Nada Surf),12/15/2021,3:26,53,72,34,0,37,0,0,-5,D Major,4,2/14/2022,5ppPV0hCtwt5TMTKF1xY57,City Slang,10B,https://p.scdn.co/mp3-preview/cbac7541a201a7e5abb2efa49c79fa25f370b93e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516b1f668512ef2c938eae7c7b
31,Everything Is Simple,Widowspeak,28,78,"brooklyn indie, chillwave, countrygaze","Rock, Folk/Acoustic",Everything Is Simple,1/4/2022,4:19,58,51,32,3,36,0,10,-9,D Major,4,2/16/2022,3W9LUDqaup6AK5uoozN7Wh,Captured Tracks,10B,https://p.scdn.co/mp3-preview/ab2cc8ae29c5ae84548761374256b6fcf8b9ef9e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f63d3f88b888966ed5aa35af
32,Champion,Warpaint,38,116,"alternative dance, art pop, chamber pop, dance-punk, dream pop, electronica, experimental pop, indie rock, la indie, modern dream pop, neo-synthpop, new rave, shimmer pop","Rock, Pop, Electronic",Champion,1/26/2022,4:39,72,49,14,19,40,0,10,-11,A#/B♭ Minor,4,2/17/2022,35qqONLfWcE34sjgEM8UhG,Heirlooms,3A,,https://i.scdn.co/image/ab67616d000048518b6234a032f727e8fcc98f6e
33,Synthetic Dreams,Weep Wave,2,122,seattle indie,Rock,Synthetic Dreams,1/1/2022,5:30,31,90,2,12,7,0,10,-5,A Major,4,2/18/2022,21SP4NuhOwo6MJM3ZYGzJy,DIY Til You Die,11B,https://p.scdn.co/mp3-preview/9fdecd1f394532d71c39dc8b9d903b343ce1ae48?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515683ee83ca00b39a872cdda5
34,Virginia (Wind In The Night),The Head And The Heart,51,136,"folk-pop, seattle indie, stomp and holler","Pop, Rock, Folk/Acoustic",Virginia (Wind In The Night),2/11/2022,3:25,27,79,1,0,25,0,0,-4,G Major,4,2/21/2022,03gx5xXMcfEK7ZnOHsjvJL,Reprise,9B,https://p.scdn.co/mp3-preview/21253ab43d949f4ffd6ed189d6a77396a8cf95ca?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485157472d5783326dc49e53b81c
35,Bad Love,Dehd,0,153,"bubblegrunge, countrygaze, surf punk","Rock, Folk/Acoustic",Bad Love,2/14/2022,2:30,62,77,10,2,55,0,10,-7,E Major,4,2/22/2022,3MEYOBGJlvDgG99hSKIDQH,Fat Possum,12B,,https://i.scdn.co/image/ab67616d0000485190b6a064bd114a8042d2d684
36,The Overload,Yard Act,36,145,"crank wave, uk post-punk revival",Rock,The Overload,9/7/2021,3:16,64,93,18,0,75,10,10,-5,B Major,4,2/23/2022,451xeVoxnIaPJwzZYW08ss,Universal-Island Records Ltd.,1B,,https://i.scdn.co/image/ab67616d000048514f81f721abbb7563f8319fd0
37,One Way Out of a Hole,Cloud Cult,16,145,duluth indie,Folk/Acoustic,One Way Out of a Hole,1/17/2022,5:01,59,48,56,0,40,0,10,-12,E Major,4,2/24/2022,4WJ9Sv8WpVv6fyF2Iw57cJ,Earthology Records,12B,https://p.scdn.co/mp3-preview/517485e6b6b4ecc826b4ae15b9396984c3f3923b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485190d83ec071213cfcf1fec2ae
38,The Lonely Sea,F!res,2,82,,,High Tide,11/20/2021,4:26,59,49,1,36,25,0,10,-10,A Minor,4,2/25/2022,1B1SM0kMkGBhYVafBFD8MU,High,8A,https://p.scdn.co/mp3-preview/0d1921e5725c330eab5d87cdc3c0fcd401f98f40?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510b7429cea75f8f1ec2b7d4f7
39,Motherland Journey,"Blue Lab Beats,KillBeatz,Fela Kuti",21,107,"indie jazz, indie soul, neo r&b, uk contemporary jazz, ghanaian pop, afrobeat, afropop, world","World/Traditional, Pop, Jazz, R&B",Motherland Journey,12/10/2021,4:19,72,76,10,5,48,0,30,-8,C♯/D♭ Major,4,2/28/2022,5Rd4IgnXeREcqfv71DZ5tf,Universal Music Division Decca Records France,3B,,https://i.scdn.co/image/ab67616d00004851ee06fca11e3d20d18f2438c2
40,All Roads Lead To Los Angeles,"High Pulp,Jaleel Shaw",0,92,straight-ahead jazz,Jazz,All Roads Lead To Los Angeles,1/25/2022,4:42,39,89,3,86,37,0,30,-7,D Major,5,3/1/2022,4lAZgA07GReOs9Vf1rpcbl,Anti/Epitaph,10B,,https://i.scdn.co/image/ab67616d00004851f98e1998965deeaae4899958
41,Ghost,"Fly Anakin,Nickelus F",0,152,"boom bap, chill abstract hip hop, virginia hip hop",Hip Hop,Black Be The Source,2/15/2022,3:32,51,69,53,0,51,40,50,-9,C♯/D♭ Major,4,3/2/2022,61hRrKC2RPXOqF1sJkhlPz,Lex Records,3B,,https://i.scdn.co/image/ab67616d00004851d5c677072afa6b71c43ccc7c
42,High Alone,Sevdaliza,28,114,"alternative r&b, art pop, escape room, persian electronic","R&B, Pop, Electronic",Raving Dahlia,2/25/2022,3:53,58,74,2,81,31,0,10,-8,A Minor,4,3/3/2022,2eZIvpYgyrcjLPHDXg2q7R,Twisted Elegance,8A,https://p.scdn.co/mp3-preview/f4567ee4ca1f15ec0a8878c9dbcccab922c8016f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513cd835a529a2b7f996e85294
43,Black Rainbow,"BRoc,Porter Ray",1,84,seattle hip hop,Hip Hop,"B-Sides, Vol. 1",2/4/2022,2:06,65,56,27,0,65,20,10,-9,G Major,4,3/4/2022,3SGuc8R5vkPayGZKkPIlEI,Intratecque,9B,https://p.scdn.co/mp3-preview/40af41aa5a0063fda5bb6a52d5f139ec18899afd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485177ad6d1f8066be69bb1e07fd
44,Holler,Clarissa Connelly,13,91,danish indie pop,Pop,The Voyager,11/13/2020,3:26,47,41,86,61,23,0,10,-9,D Minor,4,3/7/2022,4gnhOr0xfSCepXSs7XZ1Rc,CC Music,7A,,https://i.scdn.co/image/ab67616d00004851976e3d4b4f9edff67e2576d7
45,Léonard,LOTTA,1,139,,,Léonard,5/14/2021,3:27,33,35,68,1,17,0,20,-14,A Minor,3,3/8/2022,6spDeyWh5aeGAK9Ri7N0Nm,Deadred Records,8A,https://p.scdn.co/mp3-preview/3e959b38af97e02e35a1f10fd3a0a7dd742b03f2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ec4dae8074910a6ee28f50ee
46,ETO,Adwaith,13,112,welsh rock,Rock,ETO,2/22/2022,4:07,54,80,18,0,74,0,10,-8,F Major,4,3/9/2022,5fC6Bqxh7beIPlL0Hht9fs,Libertino Records,7B,https://p.scdn.co/mp3-preview/56211b58acbc9c7f46ecfe8d52b43d2bd1e585af?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b32f2998ab8b1084c3b42f2e
47,Staring Into The Sun,50 Foot Wave,0,80,alternative pop,Pop,Staring Into The Sun,2/10/2022,5:15,39,95,0,12,44,0,30,-3,B Minor,4,3/10/2022,33RY89kMYOADSulmqLzteA,Fire Records,10A,,https://i.scdn.co/image/ab67616d00004851cace5f5cc6dceaf5d68ef443
48,Softly,Arlo Parks,61,110,"indie pop, indie soul, uk contemporary r&b","Pop, R&B",Softly,2/1/2022,3:08,74,52,2,1,21,0,20,-11,C♯/D♭ Major,4,3/11/2022,3fpfQC77x3uwESSJ6VmUKM,Transgressive,3B,https://p.scdn.co/mp3-preview/4056f3ef38e900ea3f1fee540868d410e5b678d8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851002ab696772313e7297ea697
49,Pedestal,"Yugen Blakrok,Kanif The Jhatmaster",20,75,"south african hip hop, spiritual hip hop, ",Hip Hop,Pedestal,1/14/2022,3:39,62,74,18,0,37,20,10,-7,B Minor,4,3/14/2022,5PdkPSj5yuFfFN8BsGkArH,I.O.T Records,10A,https://p.scdn.co/mp3-preview/26a6eeb2fc95c4f3ed56c7d30781f3e8559d5488?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851952ff727b61150c2fe6a563f
50,JFMB,K.ZIA,0,140,indie r&b,R&B,JFMB,9/3/2021,3:06,85,42,1,0,53,0,10,-7,G Minor,4,3/15/2022,1hps5QYYwXxjo0IkfgwsGG,K.ZIA,6A,,https://i.scdn.co/image/ab67616d00004851189a7a8568497953872a223c
51,Masculinity,"Samora Pinderhughes,Immanuel Wilkins",0,147,contemporary jazz,Jazz,Masculinity,2/16/2022,5:39,38,25,94,35,20,0,10,-12,D#/E♭ Minor,4,3/16/2022,0RTm5PnDclV0QGCqnILlCs,Stretch Music,2A,,https://i.scdn.co/image/ab67616d00004851ac3b10f4cdb9a75770a89295
52,"Thrive, Despite","A. Billi Free,The Lasso",10,119,"el paso indie, psychedelic hip hop","Country, Hip Hop",Holy Body Roll,3/11/2022,3:00,62,62,62,0,54,0,10,-10,C♯/D♭ Minor,4,3/17/2022,1X398K1SIPWtUynFDup6xn,Mello Music Group,12A,https://p.scdn.co/mp3-preview/cadfe9ed6500c858ff2511b1ad64c786f30e4e11?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c6ec2a0c8b3320b2c007b05d
53,Gone Away From Here,"King Khazm,Abstract Rude,Moka Only,Myka 9",0,84,"abstract hip hop, bc underground hip hop, canadian hip hop, canadian old school hip hop, jazz rap, outer hip hop",Hip Hop,Return of a MAD,2/25/2022,4:43,55,52,4,0,27,40,0,-13,G Major,4,3/18/2022,3RMffyqhSlBg0kXelX4yzr,Fresh Chopped Beats / MADK Productions,9B,https://p.scdn.co/mp3-preview/51d2a5fefe6cc1f98d3afa3da99edd1d4c94064a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518b15f8f594238a86da687d5e
54,Birds,BAMBARA,25,121,"american post-punk, brooklyn indie, crank wave",Rock,Birds,1/19/2022,3:36,56,91,0,29,57,0,10,-5,D Minor,4,3/21/2022,3e9XCGu74nA5c93oq5tRfN,Wharf Cat Records,7A,https://p.scdn.co/mp3-preview/18070daf80dc0249c662d9a0c30bf7a1161b1493?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485191a755e8f68225e92e925d4e
55,When I'm Free,Death Valley Girls,9,112,"action rock, indie punk, la indie","Rock, Pop",The Universe b/w When I’m Free,1/18/2022,2:59,49,79,3,37,30,0,30,-4,F Major,4,3/22/2022,2vgPmgukT3zlUDi9UouCGb,Suicide Squeeze Records,7B,https://p.scdn.co/mp3-preview/a3949c9772fd023c8f3d51070166d33c4ad0ef45?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851772f02bb3bdcd4462fae8046
56,Fuzz Jam,The Lazy Eyes,0,119,neo-psychedelic,Folk/Acoustic,Fuzz Jam,11/3/2021,4:26,69,75,7,34,49,10,0,-5,E Minor,4,3/23/2022,1HCryhiL05CN22G3YgWWlA,The Lazy Eyes,9A,,https://i.scdn.co/image/ab67616d000048511278bc1b9542e16350d5dd9e
57,Big Big Baby,King Hannah,33,101,experimental indie,Folk/Acoustic,"I'm Not Sorry, I Was Just Being Me",2/25/2022,3:01,67,67,11,80,44,0,10,-8,F Minor,4,3/24/2022,6Cl3c4X07QmkiydshjEOV7,City Slang,4A,https://p.scdn.co/mp3-preview/51a7821e7f6a5a2ef7e82d1d3992928095e8f9e1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485183aafde603c0ccb769a8056e
58,Take Me to Your Leader,"Acid Tongue,Death Valley Girls",4,118,"seattle indie, action rock, indie punk, la indie","Rock, Pop",Arboretum,12/3/2021,2:33,48,84,0,0,74,0,0,-4,D Major,4,3/25/2022,0eTk5sksHe5HZLsCd7cxFg,Freakout Records,10B,https://p.scdn.co/mp3-preview/cdc8a92bd64e87f1094407fda58cf0777da2508a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516f6e88d703de1d207c3249a1
59,The Only Heartbreaker,Mitski,7,151,"brooklyn indie, pov: indie","Rock, Pop",The Only Heartbreaker,11/9/2021,3:04,48,75,0,1,58,0,10,-7,B Major,4,3/29/2022,6y6bUurXB0FfhddEU5Qch0,Dead Oceans,1B,,https://i.scdn.co/image/ab67616d00004851bfec31be171f222101d71407
60,Buoyancy,Body Type,17,100,"australian indie rock, sydney indie",Rock,Buoyancy,3/17/2022,3:09,43,77,0,26,63,0,30,-8,B Minor,4,3/30/2022,5n3d4y83PCQV0miGK8WlsX,Poison City Records,10A,https://p.scdn.co/mp3-preview/d6dcb9ebcfed4dbd6f8766cb46c16b9cc844b334?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ba1c69878c3b6b89074b6d41
61,The Way It Shatters,Rolling Blackouts Coastal Fever,0,166,"indie rock, modern jangle pop","Rock, Pop",The Way It Shatters,2/2/2022,4:22,40,89,0,4,69,0,30,-6,C Major,4,3/31/2022,1TGXiKyuajqiA242dBji7H,Sub Pop Records,8B,,https://i.scdn.co/image/ab67616d000048511f53e55380d2c379602e2a8d
62,The Last Goodbye,"ODESZA,Bettye LaVette",68,115,"chillwave, edm, indietronica, soul blues","Rock, Electronic, Pop, Blues",The Last Goodbye,2/8/2022,5:58,67,92,1,0,15,0,10,-3,A Major,4,4/1/2022,4XeIiGpUBshIfs9yrBDVZC,Foreign Family Collective/Ninja Tune,11B,https://p.scdn.co/mp3-preview/0bc4d2b4cf85b7284917bc9acd642322b64edadd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f08e77f631dfa98ca0a0a5a2
63,Jump the Turnstile,"Jordana,TV Girl",62,160,"modern indie pop, pov: indie",Pop,Summer's Over,10/13/2021,3:42,74,80,18,82,96,0,40,-8,C Minor,4,4/4/2022,6EJkSSM4zBJW1AMCLnnXT8,Summer's Over,5A,,https://i.scdn.co/image/ab67616d0000485179c72e2c38f9d47a19dc1ecc
